timestamp,messageType,latencyMs,statusCode,roomId
1760121477046,TEXT,1,200,4
1760121477047,TEXT,0,200,7
1760121477048,TEXT,0,200,20
1760121477047,TEXT,1,200,7
1760121477049,TEXT,0,200,8
1760121477049,TEXT,0,200,7
1760121477052,TEXT,0,200,13
1760121477053,TEXT,0,200,8
1760121477053,TEXT,0,200,12
1760121477054,TEXT,0,200,10
1760121477058,JOIN,0,200,11
1760121477058,TEXT,0,200,15
1760121477059,TEXT,0,200,8
1760121477059,TEXT,0,200,12
1760121477059,TEXT,0,200,12
1760121477059,TEXT,0,200,7
1760121477059,TEXT,0,200,18
1760121477059,TEXT,0,200,15
1760121477059,TEXT,0,200,18
1760121477059,TEXT,0,200,7
1760121477059,LEAVE,0,200,13
1760121477060,TEXT,0,200,15
1760121477060,TEXT,0,200,2
1760121477061,TEXT,0,200,18
1760121477061,TEXT,0,200,5
1760121477061,TEXT,0,200,11
1760121477061,TEXT,0,200,4
1760121477062,TEXT,0,200,17
1760121477062,TEXT,0,200,4
1760121477062,TEXT,0,200,4
1760121477062,TEXT,0,200,17
1760121477062,TEXT,1,200,2
1760121477062,JOIN,1,200,5
1760121477062,TEXT,0,200,8
1760121477062,TEXT,1,200,5
1760121477062,TEXT,1,200,15
1760121477062,TEXT,0,200,2
1760121477062,TEXT,0,200,11
1760121477062,TEXT,0,200,8
1760121477062,JOIN,1,200,15
1760121477062,TEXT,0,200,5
1760121477062,TEXT,0,200,15
1760121477062,TEXT,0,200,7
1760121477062,TEXT,0,200,4
1760121477063,TEXT,0,200,1
1760121477064,TEXT,0,200,5
1760121477064,TEXT,0,200,11
1760121477064,TEXT,0,200,7
1760121477064,TEXT,0,200,17
1760121477064,TEXT,0,200,10
1760121477063,TEXT,0,200,2
1760121477064,TEXT,0,200,7
1760121477064,TEXT,0,200,12
1760121477065,TEXT,0,200,12
1760121477065,TEXT,0,200,17
1760121477065,TEXT,0,200,17
1760121477065,TEXT,0,200,19
1760121477065,TEXT,0,200,19
1760121477065,TEXT,0,200,5
1760121477065,TEXT,0,200,4
1760121477066,TEXT,0,200,3
1760121477066,TEXT,0,200,5
1760121477066,TEXT,0,200,18
1760121477066,TEXT,0,200,1
1760121477066,TEXT,0,200,20
1760121477066,TEXT,0,200,20
1760121477066,TEXT,0,200,8
1760121477066,TEXT,0,200,7
1760121477066,JOIN,0,200,11
1760121477066,TEXT,0,200,8
1760121477066,TEXT,0,200,19
1760121477066,TEXT,0,200,19
1760121477066,TEXT,0,200,10
1760121477066,TEXT,0,200,3
1760121477066,TEXT,0,200,10
1760121477066,LEAVE,0,200,3
1760121477066,TEXT,0,200,13
1760121477067,TEXT,0,200,16
1760121477067,TEXT,0,200,16
1760121477067,TEXT,0,200,13
1760121477068,TEXT,0,200,5
1760121477068,TEXT,0,200,9
1760121477068,TEXT,0,200,15
1760121477068,LEAVE,0,200,2
1760121477068,TEXT,0,200,7
1760121477068,TEXT,0,200,5
1760121477068,TEXT,0,200,7
1760121477068,TEXT,0,200,11
1760121477068,TEXT,0,200,16
1760121477068,TEXT,0,200,2
1760121477068,TEXT,0,200,19
1760121477068,TEXT,0,200,1
1760121477068,TEXT,0,200,3
1760121477068,TEXT,0,200,17
1760121477068,TEXT,0,200,10
1760121477068,TEXT,0,200,17
1760121477068,TEXT,0,200,16
1760121477068,TEXT,0,200,8
1760121477068,TEXT,0,200,9
1760121477068,TEXT,0,200,18
1760121477068,JOIN,0,200,2
1760121477068,TEXT,0,200,5
1760121477068,TEXT,0,200,5
1760121477068,TEXT,0,200,5
1760121477068,JOIN,0,200,8
1760121477068,TEXT,0,200,3
1760121477068,TEXT,0,200,19
1760121477069,TEXT,0,200,14
1760121477069,TEXT,0,200,7
1760121477070,LEAVE,0,200,1
1760121477070,JOIN,0,200,8
1760121477069,TEXT,0,200,10
1760121477070,TEXT,0,200,2
