timestamp,messageType,latencyMs,statusCode,roomId
1760119967983,TEXT,1,200,19
1760119967984,TEXT,0,200,13
1760119967982,TEXT,2,200,5
1760119967985,TEXT,0,200,14
1760119967986,JOIN,0,200,11
1760119967987,TEXT,0,200,1
1760119967987,TEXT,0,200,13
1760119967988,TEXT,0,200,11
1760119967988,TEXT,0,200,16
1760119967988,TEXT,0,200,5
1760119967988,TEXT,0,200,11
1760119967990,TEXT,0,200,5
1760119967990,TEXT,0,200,19
1760119967990,TEXT,0,200,11
1760119967990,TEXT,0,200,5
1760119967991,TEXT,0,200,11
1760119967991,TEXT,0,200,19
1760119967990,TEXT,0,200,9
1760119967991,TEXT,0,200,19
1760119967990,TEXT,0,200,9
1760119967992,TEXT,0,200,16
1760119967991,TEXT,0,200,17
1760119967992,TEXT,0,200,17
1760119967993,TEXT,0,200,9
1760119967992,TEXT,0,200,5
1760119967992,TEXT,0,200,20
1760119967993,TEXT,2,200,12
1760119967997,TEXT,0,200,4
1760119967997,TEXT,0,200,12
1760119967997,TEXT,0,200,16
1760119967997,TEXT,0,200,19
1760119967997,TEXT,0,200,9
1760119967998,TEXT,0,200,18
1760119967998,TEXT,0,200,20
1760119967999,TEXT,0,200,14
1760119967999,TEXT,0,200,15
1760119967999,TEXT,0,200,9
1760119967999,TEXT,0,200,1
1760119967999,TEXT,0,200,14
1760119967999,TEXT,0,200,4
1760119967999,TEXT,0,200,4
1760119968000,TEXT,0,200,8
1760119968000,TEXT,0,200,9
1760119968000,TEXT,0,200,9
1760119968000,TEXT,0,200,16
1760119968000,TEXT,0,200,11
1760119968000,JOIN,0,200,8
1760119968000,TEXT,0,200,5
1760119968000,TEXT,0,200,4
1760119968000,JOIN,0,200,5
1760119968000,TEXT,0,200,15
1760119968000,TEXT,0,200,14
1760119968000,TEXT,0,200,8
1760119968000,TEXT,0,200,19
1760119968000,TEXT,0,200,8
1760119968000,TEXT,0,200,4
1760119968000,TEXT,0,200,18
1760119968001,TEXT,0,200,9
1760119968000,TEXT,0,200,5
1760119968001,TEXT,0,200,12
1760119968001,TEXT,0,200,18
1760119968001,JOIN,0,200,6
1760119968001,TEXT,0,200,8
1760119968001,TEXT,0,200,12
1760119968001,TEXT,0,200,17
1760119968001,TEXT,0,200,13
1760119968001,TEXT,0,200,15
1760119968001,TEXT,0,200,8
1760119968001,TEXT,0,200,5
1760119968001,TEXT,0,200,14
1760119968001,TEXT,0,200,8
1760119968001,JOIN,0,200,9
1760119968001,TEXT,0,200,8
1760119968001,TEXT,0,200,1
1760119968002,TEXT,0,200,6
1760119968002,TEXT,0,200,17
1760119968001,TEXT,0,200,15
1760119968002,TEXT,0,200,20
1760119968002,TEXT,0,200,16
1760119968001,TEXT,0,200,9
1760119968002,TEXT,0,200,18
1760119968002,TEXT,0,200,6
1760119968002,TEXT,0,200,9
1760119968002,TEXT,0,200,2
1760119968002,TEXT,0,200,1
1760119968002,TEXT,0,200,15
1760119968002,TEXT,0,200,8
1760119968002,TEXT,0,200,16
1760119968003,TEXT,0,200,1
1760119968003,TEXT,0,200,7
1760119968003,TEXT,0,200,12
1760119968003,TEXT,0,200,11
1760119968003,TEXT,0,200,9
1760119968003,LEAVE,0,200,7
1760119968003,TEXT,0,200,20
1760119968004,TEXT,0,200,7
1760119968003,TEXT,0,200,8
1760119968004,TEXT,0,200,8
1760119968004,TEXT,0,200,8
1760119968004,TEXT,0,200,10
1760119968004,TEXT,0,200,19
1760119968004,TEXT,0,200,8
1760119968004,JOIN,0,200,8
1760119968004,TEXT,0,200,10
1760119968004,TEXT,0,200,10
1760119968004,TEXT,0,200,10
1760119968004,TEXT,0,200,12
1760119968004,TEXT,0,200,9
1760119968004,TEXT,0,200,17
1760119968004,TEXT,0,200,5
1760119968004,LEAVE,0,200,17
1760119968004,TEXT,0,200,7
1760119968004,TEXT,0,200,20
1760119968004,TEXT,0,200,12
1760119968004,TEXT,0,200,11
1760119968004,TEXT,0,200,6
1760119968005,TEXT,0,200,11
1760119968004,TEXT,0,200,12
1760119968004,TEXT,0,200,6
1760119968005,LEAVE,0,200,18
1760119968005,TEXT,0,200,17
1760119968005,TEXT,0,200,19
1760119968005,TEXT,0,200,10
1760119968006,TEXT,0,200,5
1760119968006,TEXT,0,200,3
1760119968006,TEXT,0,200,20
1760119968006,TEXT,0,200,8
1760119968006,TEXT,0,200,8
1760119968006,LEAVE,0,200,1
1760119968006,TEXT,0,200,19
1760119968006,TEXT,1,200,18
1760119968006,TEXT,1,200,18
1760119968006,LEAVE,1,200,18
1760119968006,TEXT,1,200,18
1760119968006,TEXT,1,200,18
1760119968006,JOIN,1,200,17
1760119968006,TEXT,1,200,20
1760119968006,TEXT,1,200,7
1760119968006,TEXT,1,200,8
1760119968006,LEAVE,1,200,1
1760119968006,TEXT,1,200,8
1760119968006,TEXT,1,200,11
1760119968006,TEXT,1,200,11
1760119968006,TEXT,1,200,6
1760119968006,TEXT,1,200,10
1760119968006,TEXT,1,200,6
1760119968006,TEXT,1,200,6
1760119968006,TEXT,1,200,6
1760119968006,TEXT,1,200,11
1760119968006,TEXT,1,200,6
1760119968006,TEXT,1,200,6
1760119968006,TEXT,1,200,11
1760119968006,TEXT,1,200,3
1760119968006,JOIN,1,200,20
1760119968006,TEXT,1,200,14
1760119968006,TEXT,1,200,3
1760119968006,TEXT,1,200,3
1760119968006,TEXT,1,200,3
1760119968006,TEXT,2,200,17
1760119968006,TEXT,1,200,17
1760119968007,TEXT,1,200,17
1760119968006,TEXT,1,200,19
1760119968006,TEXT,2,200,19
1760119968006,TEXT,2,200,5
1760119968006,TEXT,2,200,7
1760119968006,TEXT,2,200,12
1760119968006,JOIN,2,200,2
1760119968006,TEXT,2,200,2
1760119968006,TEXT,2,200,13
1760119968006,TEXT,2,200,16
1760119968006,TEXT,2,200,9
1760119968006,TEXT,2,200,20
1760119968006,TEXT,3,200,9
1760119968006,TEXT,3,200,9
1760119968006,TEXT,3,200,11
1760119968006,TEXT,3,200,11
1760119968006,JOIN,3,200,11
1760119968006,TEXT,4,200,12
1760119968007,TEXT,4,200,17
1760119968007,TEXT,3,200,17
1760119968008,JOIN,3,200,17
1760119968008,TEXT,3,200,17
1760119968008,TEXT,3,200,17
1760119968007,TEXT,4,200,19
1760119968007,TEXT,4,200,19
1760119968007,TEXT,5,200,20
1760119968007,TEXT,5,200,20
1760119968007,TEXT,5,200,7
1760119968007,TEXT,5,200,7
1760119968006,TEXT,5,200,8
1760119968006,TEXT,5,200,14
1760119968006,TEXT,6,200,4
1760119968006,TEXT,6,200,4
1760119968007,TEXT,5,200,12
1760119968006,TEXT,6,200,4
1760119968007,TEXT,5,200,12
1760119968007,TEXT,5,200,4
1760119968006,TEXT,6,200,10
1760119968007,TEXT,5,200,4
1760119968007,TEXT,5,200,4
1760119968006,TEXT,6,200,10
1760119968007,TEXT,5,200,4
1760119968007,TEXT,5,200,10
1760119968007,TEXT,5,200,9
1760119968007,TEXT,5,200,2
1760119968007,TEXT,5,200,6
1760119968007,TEXT,5,200,2
1760119968007,TEXT,5,200,9
1760119968007,TEXT,5,200,2
1760119968007,TEXT,5,200,9
1760119968007,LEAVE,5,200,6
1760119968007,TEXT,5,200,9
1760119968008,TEXT,4,200,9
1760119968006,TEXT,6,200,18
1760119968006,TEXT,6,200,18
1760119968006,TEXT,6,200,18
1760119968007,TEXT,5,200,18
1760119968008,JOIN,5,200,18
1760119968008,TEXT,4,200,18
1760119968008,TEXT,4,200,18
1760119968006,TEXT,6,200,15
1760119968006,TEXT,6,200,15
1760119968006,TEXT,6,200,15
1760119968006,TEXT,6,200,15
1760119968007,TEXT,5,200,15
1760119968009,TEXT,4,200,17
1760119968007,LEAVE,5,200,15
1760119968007,JOIN,5,200,15
1760119968008,JOIN,4,200,15
1760119968009,TEXT,4,200,15
1760119968009,JOIN,4,200,15
1760119968009,TEXT,4,200,15
1760119968008,TEXT,5,200,3
1760119968008,TEXT,5,200,3
1760119968007,TEXT,5,200,19
1760119968008,TEXT,5,200,3
1760119968008,TEXT,5,200,19
1760119968007,TEXT,6,200,5
1760119968009,TEXT,4,200,3
1760119968008,TEXT,5,200,19
1760119968007,TEXT,6,200,5
1760119968009,TEXT,4,200,3
1760119968008,JOIN,5,200,5
1760119968009,TEXT,4,200,3
1760119968008,TEXT,5,200,5
1760119968009,TEXT,3,200,3
1760119968007,TEXT,6,200,7
1760119968007,TEXT,6,200,20
1760119968007,TEXT,6,200,20
1760119968007,TEXT,6,200,20
1760119968007,TEXT,6,200,20
1760119968008,TEXT,5,200,20
1760119968008,TEXT,5,200,20
1760119968011,TEXT,2,200,20
1760119968011,LEAVE,2,200,20
1760119968011,TEXT,2,200,20
1760119968007,TEXT,7,200,10
1760119968007,TEXT,6,200,14
1760119968007,TEXT,6,200,14
1760119968008,TEXT,6,200,14
1760119968008,TEXT,6,200,14
1760119968008,TEXT,6,200,12
1760119968008,TEXT,6,200,14
1760119968008,TEXT,5,200,14
1760119968008,TEXT,6,200,12
1760119968008,TEXT,5,200,14
1760119968008,TEXT,5,200,12
1760119968009,TEXT,5,200,14
1760119968009,TEXT,5,200,12
1760119968009,TEXT,5,200,12
1760119968009,TEXT,6,200,19
1760119968009,TEXT,6,200,19
1760119968009,TEXT,6,200,19
1760119968009,TEXT,6,200,19
1760119968010,TEXT,5,200,19
1760119968008,TEXT,7,200,5
1760119968009,TEXT,6,200,17
